CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,QA,COMBINATION_ID
HCC1187,FGFR,MTOR_1,1,1,0.267308341,10,11.99905238,0.344613397,10,94.99987928,3.211573,1,FGFR.MTOR_1
MDA-MB-415,BRAF_M2,MAP2K_1,3,3,3,0.3542864,58.05757499,3.00E-04,0.1,93.7156477,3.201456,-1,BRAF_M2.MAP2K_1
HCC1187,ADAM17,PIK3CB_PIK3CD,1,75,0.309892385,10,74.4997625,1,0,100,3.157859,1,ADAM17.PIK3CB_PIK3CD
CAL-120,AKT,FGFR,3,3,0.036113149,0.6199994,41.31208273,0.770775861,0.8894896,9.87358914,3.156817,1,AKT.FGFR
BT-549,AKT,PIK3C_2,1,1,0.331070308,10,40.39904615,0.234812607,3.1495762,52.69095311,3.142523,1,AKT.PIK3C_2
Hs-578-T,PIK3C_2,PIK3CA_4,1,1,0.338221547,10,82.2996401,0.7205964,0.9028787,0,3.139188,1,PIK3C_2.PIK3CA_4
HCC1395,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.005034454,1.4636615,11.55710042,1,0.3643589,24.79717503,3.065462,1,PIK3CB_PIK3CD.TNKS_PARP6
MDA-MB-468,AKT,PIK3C_2,1,1,0.384200918,10,61.39729461,0.266781771,2.0956776,35.96158271,3.043114,1,AKT.PIK3C_2
CAL-148,ALK_IGFR,PIK3CB_PIK3CD,1,1,0.349004038,10,24.09795837,1,0,100,3.043039,-1,ALK_IGFR.PIK3CB_PIK3CD
HCC1395,MTOR_1,TNKS_PARP6,1,1,0.00369217,1.0759512,11.79674844,0.352189672,1.1413728,28.38595628,3.03363,1,MTOR_1.TNKS_PARP6
J82,AKT,Cisplatin,3,3,0.414945337,1.101382,0,0.712247969,0.81619,22.55906569,3.02897,1,AKT.Cisplatin
HCC1395,ADAM17,MTOR_1,1,75,0.696868982,0.7587955,0,47.61171748,0.1,76.01912514,3.001454,1,ADAM17.MTOR_1
CAL-120,ADAM17,MTOR_1,1,75,0.28942193,10,49.89937288,1,0,100,2.971336,-1,ADAM17.MTOR_1
DMS-114,AKT,CSNK2A1_2,0.03,3,0.006695559,2.5214477,13.72056572,2.269013389,1.0746787,0,2.965218,1,AKT.CSNK2A1_2
BT-20,ESR1,FGFR,1,1,1,2.3617227,75.845241,0.282437493,10,90.09976429,2.885581,1,ESR1.FGFR
DU-4475,MAP2K_1,SLC16A4,1,1,0.466981792,0.2987615,46.12657702,0.021448695,1.952794,0,2.882632,1,MAP2K_1.SLC16A4
NCI-H2291,ATR_4,IAP,3,3,3,1.3749465,40.16573289,1.114289451,10,51.79758007,2.858895,1,ATR_4.IAP
MDA-MB-361,FGFR,PIK3C_MTOR,1,1,0.10637313,1.1026626,4.45221372,0.048188299,1.1684245,88.91778886,2.826144,1,FGFR.PIK3C_MTOR
Hs-578-T,BCL2_BCL2L1,SLC16A4,1,1,1,0.8274064,24.12683174,1,0.2534813,49.17397218,2.761414,1,BCL2_BCL2L1.SLC16A4
EVSA-T,BRAF_M2,MAP2K_1,3,0.1,3,0.1193941,73.90826896,0.1,0.3177125,73.9792447,2.739398,1,BRAF_M2.MAP2K_1
CAL-148,AKT_1,EGFR,0.1,1,1,0,100,0.201394105,1.3629929,18.67872623,2.736998,1,AKT_1.EGFR
BT-549,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.221318425,10,14.24853499,0.123362666,0.7909661,34.46989766,2.721688,1,PIK3CB_PIK3CD.TNKS_PARP6
NCI-H520,BCL2,CarboTaxol,0.01,3,0.002693704,2.0215194,24.2566441,1,0,100,2.676949,1,BCL2.CarboTaxol
HCC1806,ADAM17,PIK3CB_PIK3CD,1,75,0.186067205,1.6790956,90.48303234,75,0.1905866,91.42221993,2.673332,1,ADAM17.PIK3CB_PIK3CD
NCI-H1563,IAP,TOP2_2,0.3,1,0.3,10,3.40014915,0.010496901,3.2688346,24.37508465,2.656894,1,IAP.TOP2_2
HCC1937,AKT,PIK3CA_4,1,1,1,0.7151423,71.46127973,0.104668398,1.0415326,65.51742709,2.647406,1,AKT.PIK3CA_4
SW780,ATM,Gemcitibine,0.1,3,0.003056807,2.1398549,20.17582117,1,0,100,2.635467,1,ATM.Gemcitibine
TCCSUP,EG5,PIM1,3,0.003,0.378492874,0.6827608,77.99169107,0.002114307,7.7813932,32.43484244,2.628383,1,EG5.PIM1
HT-29,IAP,PIK3C,10,1,0.256178473,0.8706738,1.45854777,1,10,78.20012497,2.621549,1,IAP.PIK3C
T47D,BCL2L1,MTOR_1,1,3,0.074959784,0.9710652,19.14013027,0.037639135,1.4405554,84.87060938,2.610545,1,BCL2L1.MTOR_1
HCC1187,AKT,PIK3CA_4,1,1,0.155579677,1.4474161,51.59351453,1,0.8931202,20.73036674,2.609344,1,AKT.PIK3CA_4
HT-1376,ERBB,FGFR,3,1,1.445313474,2.0093135,77.72653411,0.071166989,0.949218,46.06431293,2.598166,1,ERBB.FGFR
NCI-H1437,ALK,PIK3C,3,3,2.041606351,0.6189333,15.89153818,0.851454228,0.9453044,0,2.572496,1,ALK.PIK3C
HCC70,AKT,BCL2L1,3,3,0.000407621,0.1675839,0,0.030977834,0.8046449,0,2.542528,1,AKT.BCL2L1
HCC1806,ADAM17,BCL2_BCL2L1,1,75,1,0,100,1,0,100,2.537269,1,ADAM17.BCL2_BCL2L1
NCI-H1703,CSNK2A1_2,PIK3CA_3,3,0.1,1.01257166,0.7781406,0,0.010922883,2.3599945,8.7164791,2.493606,1,CSNK2A1_2.PIK3CA_3
HCC1806,AKT,PIP5K1,1,1,1,0,100,1,10,45.60003083,2.481109,1,AKT.PIP5K1
TCCSUP,Cisplatin,PIK3C,1,3,0.344152507,1.9271868,51.75463755,0.490598749,1.7757609,10.44762375,2.463675,1,Cisplatin.PIK3C
HCC1806,BCL2_BCL2L1,FGFR,1,1,1,0,100,1,0,100,2.45113,1,BCL2_BCL2L1.FGFR
MDA-MB-157,ESR1,MAP2K_1,1,1,0.078268866,0.95917,61.78361463,1,0,100,2.434991,1,ESR1.MAP2K_1
HT-29,MAP2K_1,PTK2,10,3,0.666164507,4.5479469,7.22550623,0.089858669,1.2091545,23.54688391,2.434542,1,MAP2K_1.PTK2
CAL-148,MTOR_1,SLC16A4,1,1,1,0,100,0.233006397,10,79.38857268,2.428465,1,MTOR_1.SLC16A4
HCC1428,MTOR_1,SLC16A4,1,1,0.180036627,10,91.09391043,0.322981266,1.5144984,45.50966416,2.413511,1,MTOR_1.SLC16A4
VM-CUB-1,ATR_4,BCL2_BCL2L1,3,3,0.328826845,0.9638287,74.20322712,3,10,82.20052839,2.390643,-3,ATR_4.BCL2_BCL2L1
Calu-6,ATR_4,CarboTaxol,0.01,3,0.002122034,3.7784982,21.87725567,2.985726654,3.3226092,0,2.335289,1,ATR_4.CarboTaxol
MDA-MB-231,FGFR,TNKS_PARP6,1,1,0.047101286,1.4084689,19.4763143,0.397650118,1.5322391,90.59708338,2.327113,1,FGFR.TNKS_PARP6
HCC1187,ESR1,FGFR,1,1,1,10,91.80002355,1,0,100,2.281585,1,ESR1.FGFR
MFM-223,ADAM17,PIK3C,1,75,0.244419289,1.6967242,40.11335669,75,1.8437271,83.95964752,2.272833,1,ADAM17.PIK3C
HCC1937,AKT,AKT_1,1,1,0.173163739,2.0567239,77.21261732,0.114822296,1.2772776,70.87526634,2.248126,1,AKT.AKT_1
CAL-51,ESR1,MAP2K_1,1,1,0.024418356,1.3564688,94.64515738,1,0,100,2.210563,1,ESR1.MAP2K_1
BFTC-905,AKT,HDAC_4,3,3,0.555464265,2.7612569,19.39350323,0.301713897,10,50.79976644,2.133099,1,AKT.HDAC_4
BT-20,FGFR,TNKS_PARP6,1,1,0.033756281,2.3688141,2.17243158,0.094898554,10,89.64988623,2.072074,1,FGFR.TNKS_PARP6
HCC1187,ESR1_1,MTOR_1,1,3,0.132716869,2.1075901,39.36781243,1.412007619,4.0214089,75.47008413,2.056431,-1,ESR1_1.MTOR_1
NCI-H838,ATR_4,IAP,1,3,0.003962951,0.5498199,13.91413975,0.757096906,1.3433671,0,2.041987,1,ATR_4.IAP
NCI-H2291,BCL2_2,Vinorelbine,1,3,0.040929598,2.8541599,55.34580168,1,0,100,2.004264,1,BCL2_2.Vinorelbine
CAL-51,ATR_4,BCL2_BCL2L1,1,1,1,0.779481,69.59770329,0.236374917,3.210631,3.16178942,1.97932,1,ATR_4.BCL2_BCL2L1
HCC70,ATR_4,BCL2_BCL2L1,1,1,1,0,100,0.999895724,9.9999978,12.24575507,1.888488,1,ATR_4.BCL2_BCL2L1
HCC38,PARP1,PIK3CB_PIK3CD,1,3,1,10,88.20005443,0.927097891,10,83.39972845,1.844097,1,PARP1.PIK3CB_PIK3CD
Calu-3,CSNK2A1_2,TNFSF10,0.03,0.03,1,0,100,0.03,10,2.20064361,1.802,-1,CSNK2A1_2.TNFSF10
MDA-MB-453,FGFR,TNKS_PARP6,1,1,0.010985927,1.8761718,13.12152333,0.169411689,4.5345508,25.13255628,1.779814,1,FGFR.TNKS_PARP6
HCC70,AKT_1,BCL2L1,3,3,0.090415956,2.8001541,2.60818403,0.003248405,0.1,78.0796305,1.768877,1,AKT_1.BCL2L1
HT-1197,BCL2_BCL2L1,MAP2K_1,1,3,0.10469548,10,74.9499746,3.00E-04,0.1,91.13176403,1.756911,1,BCL2_BCL2L1.MAP2K_1
MDA-MB-157,PIK3CB_PIK3CD,TNKS_PARP6,1,1,0.0171108,3.281376,14.46086098,0.107078819,10,67.49948001,1.742103,1,PIK3CB_PIK3CD.TNKS_PARP6
NCI-H1975,CSNK2A1_2,Gemcitabine,0.1,0.03,0.004571189,3.0905051,26.20078606,0.022413571,2.391143,0,1.735899,1,CSNK2A1_2.Gemcitabine
MDA-MB-231,AKT_1,ESR1,1,1,1,0,100,0.240753169,1.6934801,85.23036209,1.7249,1,AKT_1.ESR1
MDA-MB-436,MTOR_1,TNKS_PARP6,1,1,0.002336041,0.893433,12.27764861,0.13495726,1.2151687,23.21392573,1.723741,1,MTOR_1.TNKS_PARP6
HT-1197,EG5,PARP1,3,3,3,1.0029906,17.03462392,3.00E-04,0.1,37.160223,1.69967,1,EG5.PARP1
Hs-578-T,ERBB,MTOR_1,1,1,0.285208737,0.8035668,0,1.00E-04,0.1,91.25598047,1.693221,1,ERBB.MTOR_1
EVSA-T,AKT,Chloroquine,10,3,4.571833616,0.8047988,74.74086589,0.000663646,9.2269676,0.93999999,1.589139,1,AKT.Chloroquine
647-V,Cisplatin,FGFR,3,3,1,0,100,1.547590548,3.6369297,0,1.529579,1,Cisplatin.FGFR
NCI-H2228,BRAF_M,MAP2K_1,3,3,3,0.3856553,12.20524804,3.00E-04,0.1,83.58540409,1.512657,1,BRAF_M.MAP2K_1
MDA-MB-157,AKT_SGK,PIK3C,1,1,1,0.3617534,15.8606486,0.064333842,0.6693416,78.90661786,1.496421,1,AKT_SGK.PIK3C
J82,AKT,ATR_4,3,3,0.781541949,2.760254,42.96683842,0.716815045,1.2008159,27.17444691,1.473032,1,AKT.ATR_4
NCI-H2170,BCL2,Topotecan,0.1,3,0.091612419,10,0,0.917307627,10,12.69925017,1.463783,-1,BCL2.Topotecan
HCC1395,MTOR_1,PIK3C,3,1,0.97514401,10,40.09918299,0.123138816,5.0182287,65.59840252,1.444958,1,MTOR_1.PIK3C
HCC1143,MAP2K_1,SLC16A4,1,1,1,0,100,0.084925749,0.7126867,44.02391083,1.357379,1,MAP2K_1.SLC16A4
HCC1428,AKT,PIK3C_2,1,1,0.297000303,10,38.29942399,1.00E-04,0.1,93.92849929,1.231675,1,AKT.PIK3C_2
COLO-205,BCL2,IGFR_4,10,3,0.301912707,1.0371788,2.0698766,0.215720414,1.7883662,0.49174809,1.200509,1,BCL2.IGFR_4
NCI-H2085,ALK,MTOR_1,3,3,0.360763702,0.5927046,0,0.582786568,1.5530122,0,1.119112,1,ALK.MTOR_1
HCC1569,ESR1_1,PIK3C,3,3,0.820422153,0.4137465,0,3,0.1972719,38.77918142,1.11613,1,ESR1_1.PIK3C
MDA-MB-157,ESR1,FGFR,1,1,0.028120129,1.2404934,33.26129402,1,0,100,1.102474,1,ESR1.FGFR
HCC38,ADAM17,MTOR_1,1,75,1,10,62.80006635,1,0,100,1.089017,-1,ADAM17.MTOR_1
VM-CUB-1,AKT,HDAC_4,3,3,1.052022255,2.5993724,31.48167267,0.414388268,2.2187608,76.88752771,1.081226,-3,AKT.HDAC_4
HCC1428,AKT_1,PIK3C_2,1,1,0.327170671,1.5435816,31.06391961,1,0,100,1.055999,1,AKT_1.PIK3C_2
HCC70,PARP1,PIK3CB_PIK3CD,1,3,0.118887782,0.9539354,0,0.561011455,10,92.29867482,1.029495,1,PARP1.PIK3CB_PIK3CD
SW48,IAP,PTK2,1,1,0.288218006,1.5544156,6.23671009,0.006582714,1.0175076,87.89929585,0.9745206,1,IAP.PTK2
NCI-H1563,CSNK2A1_2,TNFSF10,0.03,0.03,1,0,100,0.010285343,10,17.69814392,0.963779,-1,CSNK2A1_2.TNFSF10
BT-549,MTOR_1,PIK3C,1,1,0.244981897,1.5083002,26.82197899,0.249840063,1.5631885,16.87375411,0.9634879,1,MTOR_1.PIK3C
BFTC-905,Gemcitibine,PARP1,3,0.1,3,0.486137,10.49450246,0.001534325,4.0143227,1.34639841,0.9178461,1,Gemcitibine.PARP1
HCC1937,PIK3C,PIP5K1,1,1,1,0.3235158,84.80201258,1,0.6094843,29.74509319,0.8612791,1,PIK3C.PIP5K1
Calu-6,ALK,PIK3C,3,3,3,0.5474042,66.54943404,2.749316251,3.5533551,0,0.8608555,1,ALK.PIK3C
MDA-MB-468,MAP2K_1,PIM1,1,1,1,0,100,1,10,82.40004477,0.83471,1,MAP2K_1.PIM1
T47D,Chloroquine,FGFR,1,1,1,0,100,1,0,100,0.8253902,1,Chloroquine.FGFR
M14,AKT,ALK_IGFR,1,1,0.313154781,10,39.8993661,0.266063926,1.299622,26.53889241,0.8111451,1,AKT.ALK_IGFR
HCC1428,FASN,MTOR_1,1,1,1,0.703363,3.47072975,0.179885401,10,80.76269379,0.7984304,1,FASN.MTOR_1
NCI-H1975,ALK,EGFR_2,1,3,0.323376613,3.7794389,87.4263093,0.54797456,1.274686,0,0.797784,1,ALK.EGFR_2
DMS-114,IAP,PIK3CB,3,3,3,0.3230612,68.00802719,3,0.6667964,27.23677032,0.7853992,1,IAP.PIK3CB
NCI-H1299,CSNK2A1_2,SYK,3,0.1,1.504354223,10,39.63938141,0.0227514,2.2918916,10.79413615,0.7799228,1,CSNK2A1_2.SYK
DU-4475,AKT_1,BCL2_BCL2L1,1,1,0.007073265,10,0.47498801,0.250602147,2.6594839,2.53092765,0.7674337,1,AKT_1.BCL2_BCL2L1
KMS-11,IAP,TNF,0.1,3,0.1,1.7375781,67.91764998,1,0,100,0.7656868,1,IAP.TNF
Calu-6,ALK,EGFR_2,1,3,1,0,100,1.519638777,10,33.32592617,0.6648298,1,ALK.EGFR_2
EVSA-T,MAP2K_3,PIK3C,3,0.3,0.40185974,0.886398,0,3.00E-05,0.1,64.88087916,0.6454424,1,MAP2K_3.PIK3C
BT-549,FASN,MAP2K_1,1,1,0.018477229,10,87.95209198,1,0.4563833,76.31551922,0.5736392,1,FASN.MAP2K_1
MDA-MB-436,BCL2_BCL2L1,FASN,1,1,1,0,100,0.308756372,10,85.29988146,0.5523007,1,BCL2_BCL2L1.FASN
HCC1143,FGFR,TNKS_PARP6,1,1,0.030641429,1.7071686,24.36769259,1,0,100,0.5520839,1,FGFR.TNKS_PARP6
VM-CUB-1,HSP90,PIK3C,3,0.3,2.185806926,1.848524,0,0.157199896,2.7673402,0,0.4810218,1,HSP90.PIK3C
KU-19-19,HSP90,PARP1,3,3,1,0,100,0.256377267,10,9.19458506,0.3932491,-1,HSP90.PARP1
HCC38,MAP2K_1,PIK3C,1,1,0.311845501,2.1113751,64.41483918,1,0.3528228,79.46047027,0.3925452,1,MAP2K_1.PIK3C
DU-4475,BCL2_BCL2L1,MAP2K_1,1,1,0.017093304,1.6576022,0,0.006158834,10,0.52499724,0.3758422,1,BCL2_BCL2L1.MAP2K_1
CAMA-1,MTOR_1,TNKS_PARP6,1,1,0.0274908,1.7626486,22.62512171,0.330449544,2.5521483,20.1386716,0.3666923,1,MTOR_1.TNKS_PARP6
CAL-51,AKT_1,PIK3CB_PIK3CD,1,1,0.350489048,10,89.09969194,0.303868458,2.6180578,69.52861221,0.33427,1,AKT_1.PIK3CB_PIK3CD
CAL-51,ADAM17,AKT,1,75,1,0.7269842,11.15084267,75,0.3750427,76.65647869,0.3154222,1,ADAM17.AKT
CAMA-1,HSP90,MAP2K_1,1,1,1,0,100,0.263839952,10,33.49273038,0.293369,-1,HSP90.MAP2K_1
T-24,PARP1,PIK3CB_PIK3CD,3,3,3,10,65.80025063,2.706856886,1.6066514,0,0.276685,1,PARP1.PIK3CB_PIK3CD
HCC1143,PIK3C_2,PIK3CA_4,1,1,1,0.8864582,50.34324307,1,1.5421686,12.66677665,0.2602172,1,PIK3C_2.PIK3CA_4
KMS-11,FGFR,MTOR_1,1,0.03,0.335520848,10,34.19880117,0.03,10,10.40028443,0.2484452,1,FGFR.MTOR_1
NCI-H1975,IAP,Vinorelbine,0.03,3,0.027076312,3.2221147,0,3,0.2168733,44.39512955,0.240729,1,IAP.Vinorelbine
HCC1187,MTOR_1,PIK3C,1,1,0.206898764,2.4981578,23.79949267,0.266142031,10,10.29872466,0.22879,1,MTOR_1.PIK3C
Hs-578-T,AKT,PIK3C_2,1,1,0.320915066,10,37.79926902,0.294705258,10,65.09973568,0.2284273,-1,AKT.PIK3C_2
CAL-120,AKT,ERBB,1,1,1,10,93.20010886,0.10268144,1.2696766,57.50403171,0.1959933,1,AKT.ERBB
NCI-H522,CSNK2A1_2,SYK,3,0.03,2.651601734,3.7223413,0,0.005221729,4.1244083,7.41511826,0.1812408,-1,CSNK2A1_2.SYK
BT-549,AKT,EGFR,0.1,1,0.018083132,10,93.45323468,0.393967533,0.7926283,31.09143836,0.1641945,1,AKT.EGFR
BFTC-905,ATR_4,IAP,3,3,3.00E-04,0.417185,8.00340749,1.102688244,10,18.7963411,0.1430406,1,ATR_4.IAP
MDA-MB-361,ATR_4,CarboTaxol,0.01,3,0.002229661,1.5179851,26.70624974,3,1.2621284,7.98743513,0.1283973,1,ATR_4.CarboTaxol
HCC1395,ATR_4,CarboTaxol,0.01,3,0.002024232,10,41.92207022,1.06678741,10,17.09730363,0.07339904,-1,ATR_4.CarboTaxol
NCI-H1299,CSNK2A1_2,TNFSF10,0.03,0.1,1,0,100,0.030980553,1.6209322,0,0.04781795,1,CSNK2A1_2.TNFSF10
BT-474,FGFR,Proteasome_2,1,1,0.008862551,2.9380419,3.70358336,1,0,100,0.03930111,1,FGFR.Proteasome_2
MDA-MB-436,ADAM17,MAP2K_1,1,75,0.225686973,0.5339835,43.78283732,1,0,100,0.01351545,1,ADAM17.MAP2K_1
NCI-H520,ADAM17,PIK3C,1,10,0.308370462,1.5327566,22.9387506,0.001,0.1,91.95698696,0.007386935,1,ADAM17.PIK3C
VM-CUB-1,Cisplatin,HDAC_4,3,3,2.027126269,1.5959039,0,2.016796838,1.7782012,0,-0.0207042,1,Cisplatin.HDAC_4
HCC70,ESR1_1,MTOR_1,1,3,0.195422906,10,85.47397202,0.16575483,10,85.10035976,-0.0411081,1,ESR1_1.MTOR_1
J82,ATM,Gemcitibine,0.1,3,0.005163152,3.6668181,5.57462582,0.715522859,5.4020895,74.39068121,-0.04571745,1,ATM.Gemcitibine
HT-1376,PIK3C,PIM1,3,3,0.17832484,10,56.15766333,0.822174371,0.4305171,0,-0.08082758,1,PIK3C.PIM1
HCC1428,PARP1,PIK3C,1,3,0.318410949,10,87.89984418,0.964261365,10,49.99938454,-0.1306266,1,PARP1.PIK3C
BT-549,ADAM17,MAP2K_1,1,75,1,0.9814525,81.02429198,1,0,100,-0.1462845,1,ADAM17.MAP2K_1
HCC1806,BCL2_BCL2L1,MAP2K_1,1,1,0.375405246,0.9950644,11.05363022,1,0,100,-0.1645953,1,BCL2_BCL2L1.MAP2K_1
BT-20,PIK3CB_PIK3CD,PIP5K1,1,1,0.236937196,1.1762713,74.06933206,1,0.5106952,48.72763715,-0.1666601,1,PIK3CB_PIK3CD.PIP5K1
MDA-MB-157,FASN,MTOR_1,1,1,0.225480361,1.8433527,51.97496767,0.17790232,10,93.4233304,-0.2131888,1,FASN.MTOR_1
HT-1197,ERBB,MAP2K_1,1,3,1,0.802278,67.97284183,1,0,100,-0.2337827,1,ERBB.MAP2K_1
HCC1428,BCL2_BCL2L1,EGFR,0.1,1,1,0,100,0.144687009,0.8736524,0,-0.2366701,1,BCL2_BCL2L1.EGFR
CAL-120,AKT,ALK_IGFR,1,1,1,10,57.80044162,0.173220881,10,74.69935051,-0.327511,1,AKT.ALK_IGFR
MDA-MB-361,BCL2_BCL2L1_BCL2L2,FGFR,1,1,0.275798232,10,91.69970564,0.308438455,10,77.49976254,-0.3315716,1,BCL2_BCL2L1_BCL2L2.FGFR
HCC1395,ERBB,MTOR_1,1,1,0.516375485,0.7605263,6.9515642,1,0.3948379,77.11870643,-0.3383981,1,ERBB.MTOR_1
T-24,EG5,PARP1,3,3,3,2.0412321,6.09282872,0.000394768,8.3227907,1.12,-0.3504166,1,EG5.PARP1
MDA-MB-436,AKT_SGK,BCL2_BCL2L1,1,1,0.282726366,10,88.19993932,0.249516095,3.1794867,67.30927714,-0.3813019,1,AKT_SGK.BCL2_BCL2L1
HCC1806,PIK3CB_PIK3CD,SLC16A4,1,1,1,0,100,1,10,89.80008269,-0.3957757,1,PIK3CB_PIK3CD.SLC16A4
DU-4475,BCL2_BCL2L1,PIM1,1,1,0.027606705,4.1483868,4.87261374,0.00016503,8.8559836,0.56,-0.4213918,1,BCL2_BCL2L1.PIM1
CAMA-1,AKT,FGFR,1,1,1,0,100,0.135636983,1.287325,8.76523699,-0.4255949,1,AKT.FGFR
MFM-223,EGFR,FGFR,1,0.1,0.245902906,0.5030193,0,1,0,100,-0.4352172,1,EGFR.FGFR
HCC1428,PARP1,PIK3CB_PIK3CD,1,3,1,0,100,1.002572676,10,53.19914359,-0.4745446,1,PARP1.PIK3CB_PIK3CD
CAL-120,AKT,PIK3C_2,1,1,1,10,62.60024811,0.244725158,2.877772,70.15753505,-0.5383151,-1,AKT.PIK3C_2
SW948,IAP,JAK,3,1,1.155184377,10,16.29399588,0.118495872,10,83.19946366,-0.5452092,1,IAP.JAK
HCC1143,AKT_1,PIK3CB_PIK3CD,1,1,1,0.5179789,31.58319253,1,0.6127374,43.13926551,-0.561607,1,AKT_1.PIK3CB_PIK3CD
HCC1187,FGFR,TNKS_PARP6,1,1,0.013103063,1.7306117,3.86508499,0.306298203,10,94.19992769,-0.5664,1,FGFR.TNKS_PARP6
HT-1197,ATR_4,MAP2K_1,1,3,0.296992124,2.9300762,64.31234256,1.178691537,10,64.79691184,-0.5817202,1,ATR_4.MAP2K_1
MDA-MB-468,ESR1,MAP2K_1,1,1,0.135672413,2.916042,90.38676114,1,10,94.20010659,-0.6210341,1,ESR1.MAP2K_1
HCC1187,ERBB,MTOR_1,1,1,0.264869827,10,12.2998499,1,0,100,-0.6242202,1,ERBB.MTOR_1
HCC1937,PIK3C,PIM1,1,1,0.255076638,1.6540723,88.92900655,0.273137504,1.4830148,65.81683698,-0.630942,1,PIK3C.PIM1
BT-20,MTOR_1,TNKS_PARP6,1,1,0.044792531,2.1839563,1.26972833,0.631466168,1.3816009,0,-0.6367973,1,MTOR_1.TNKS_PARP6
NCI-H2170,ALK,MTOR_1,3,3,0.17799531,1.9080688,16.21890221,2.773192495,10,0,-0.6374524,-3,ALK.MTOR_1
LS-513,IAP,JAK,3,1,1.351010141,10,14.97083966,1,0.85381,83.21416351,-0.6685724,1,IAP.JAK
HCC1395,FASN,MTOR_1,1,1,0.487730165,0.9187586,15.66787448,0.223242189,5.493424,92.09807563,-0.7101762,1,FASN.MTOR_1
BT-549,PIK3CB_PIK3CD,PIP5K1,1,1,1,0,100,0.740659793,0.5063993,0,-0.7228399,1,PIK3CB_PIK3CD.PIP5K1
HCC1395,ESR1,FGFR,1,1,0.014540091,2.2572919,53.39847255,1,0,100,-0.7297311,1,ESR1.FGFR
M14,AKT,PIK3CA_4,1,1,0.274531362,10,75.99971187,0.279011579,10,34.39964607,-0.7425711,1,AKT.PIK3CA_4
HCC1187,ADAM17,AKT,1,75,0.410029094,1.4969009,51.9212647,1,0,100,-0.801993,1,ADAM17.AKT
MDA-MB-436,AKT,ALK_IGFR,1,1,0.309843016,10,59.99960109,0.439220148,1.921319,75.08282118,-0.8797212,1,AKT.ALK_IGFR
MDA-MB-231,ADAM17,BCL2_BCL2L1,1,75,0.715984947,0.8847617,38.57026538,1,0,100,-0.9071024,1,ADAM17.BCL2_BCL2L1
MDA-MB-361,HSP90,MAP2K_1,1,1,0.080200612,2.0893642,88.31029486,0.107637155,2.2854174,1.77129615,-0.9397268,1,HSP90.MAP2K_1
MFM-223,MTOR_1,SLC16A4,1,1,1,0,100,0.209087522,2.5700303,29.70394423,-0.9842621,1,MTOR_1.SLC16A4
RKO,IAP,JAK,3,1,2.914248423,10,0,0.017731706,1.4524726,83.21864086,-1.023761,1,IAP.JAK
KU-19-19,AKT,Cisplatin,3,3,3,10,22.0011712,1,0,100,-1.031448,1,AKT.Cisplatin
MDA-MB-231,BCL2_BCL2L1,MAP2K_1,1,1,0.873365868,0.6010485,0,1,0.7631534,10.41841247,-1.035023,1,BCL2_BCL2L1.MAP2K_1
HCC1806,FGFR,TNKS_PARP6,1,1,0.012165945,1.8286247,1.73364795,0.011698925,10,94.77493307,-1.040407,1,FGFR.TNKS_PARP6
NCI-H520,Carboplatin,CSNK2A1_2,0.03,3,0.006809897,1.4335477,17.31917043,3,1.2585248,17.99470638,-1.091063,1,Carboplatin.CSNK2A1_2
HT-1376,HSP90,PARP1,3,3,0.159647671,2.8336801,75.18839383,0.053275466,1.9644428,8.07587937,-1.116707,1,HSP90.PARP1
SW620,BCL2,Oxaliplatin,10,0.3,0.408437777,1.2643663,2.1549651,0.3,0.1951732,85.76191561,-1.120614,1,BCL2.Oxaliplatin
DU-4475,ESR1,MTOR_1,1,1,0.352598931,1.6744564,0,1,10,81.40001649,-1.132942,1,ESR1.MTOR_1
HCC38,PIK3CB_PIK3CD,SLC16A4,1,1,1,0,100,0.23155872,10,87.09968478,-1.133418,1,PIK3CB_PIK3CD.SLC16A4
647-V,AKT,ERBB,0.1,3,0.1,0.8486178,49.82420243,0.407100412,1.3522296,4.19654909,-1.172512,1,AKT.ERBB
MDA-MB-231,AKT,AKT_1,1,1,0.224581174,1.3741712,74.88281992,0.367317777,10,81.99919478,-1.243352,1,AKT.AKT_1
A549,PIK3CB,Topotecan,0.3,3,0.116550822,10,14.49330234,1,0,100,-1.348835,1,PIK3CB.Topotecan
HCC1428,AKT,PIP5K1,1,1,1,0,100,1,0,100,-1.395562,1,AKT.PIP5K1
HCC1187,AKT_1,BCL2_BCL2L1,1,1,1,0,100,0.086370823,1.7403915,50.16878554,-1.40555,1,AKT_1.BCL2_BCL2L1
BT-549,AKT,TNKS_PARP6,1,1,0.194757679,5.4285475,11.78717489,0.141588535,1.4901122,54.05678063,-1.423423,1,AKT.TNKS_PARP6
UM-UC-3,Gemcitibine,PARP1,3,0.1,3,1.303562,67.75914826,0.00955474,3.6406837,2.0495339,-1.447185,1,Gemcitibine.PARP1
DU-4475,MAP2K_1,PIP5K1,1,1,1,0,100,0.033315317,2.6583265,0,-1.467706,-1,MAP2K_1.PIP5K1
