CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED
LS-513,BRAF_M,MAP2K_1,1,3,0.088889178,0.9907333,0,1.256665298,0.8647688,66.57879632,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H1703,BRAF_M,MAP2K_1,3,3,1,0,100,3,10,90.00037263,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H1975,BRAF_M,MAP2K_1,3,3,1.491423058,1.0599733,29.98725112,1.349337607,10,93.69786529,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H2228,BRAF_M,MAP2K_1,3,3,3,0.3856553,12.20524804,0.0003,0.1,83.58540409,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H226,BRAF_M,MAP2K_1,3,3,1.519481245,0.5355549,0,0.064755564,0.9635187,85.12508579,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H2291,BRAF_M,MAP2K_1,3,3,0.975373686,0.5014648,0,3,0.2996951,75.39369442,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H358,BRAF_M,MAP2K_1,3,3,3,0.7169093,27.70401412,3,0.5628165,26.0936127,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
SW837,BRAF_M,MAP2K_1,3,3,0.929821713,1.9397375,20.10508844,2.191830292,0.8195088,9.11646567,8,2.08,4,0,498.5,1.22964,109.25068,4.868,2.603,32.051,0.56653,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
A549,BRAF_M2,MAP2K_1,3,3,2.628703594,0.8481037,45.09892589,3,10,74.60029114,8,3.79083,2,0.05,453.4,3.5,86.7,4,3.008,33,0.59566,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
COLO-205,BRAF_M2,MAP2K_1,1,3,0.074559796,0.9976353,0,0.563369895,0.8714278,0,8,3.79083,2,0.05,453.4,3.5,86.7,4,3.008,33,0.59566,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H747,BRAF_M2,MAP2K_1,0.1,3,0.085209655,0.4390137,0,1.726417704,0.6399175,0,8,3.79083,2,0.05,453.4,3.5,86.7,4,3.008,33,0.59566,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
LS-513,BRAF_M2,MAP2K_1,1,3,0.081753982,1.2511118,0,0.632839691,1.3383839,0,8,3.79083,2,0.05,453.4,3.5,86.7,4,3.008,33,0.59566,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H1437,BRAF_M2,MAP2K_1,3,3,0.221471039,0.6483475,10.41647417,1.200511247,10,83.39825184,8,3.79083,2,0.05,453.4,3.5,86.7,4,3.008,33,0.59566,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H1703,BRAF_M2,MAP2K_1,3,1,0.097532641,0.7691285,22.5155235,0.048896081,1.5562779,20.32523547,8,3.79083,2,0.05,453.4,3.5,86.7,4,3.008,33,0.59566,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H2085,BRAF_M2,MAP2K_1,3,3,0.147802286,1.3858519,30.05027217,3,0.5530347,26.05399864,8,3.79083,2,0.05,453.4,3.5,86.7,4,3.008,33,0.59566,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H2170,BRAF_M2,MAP2K_1,3,3,0.338863638,10,81.59986735,1,0,100,8,3.79083,2,0.05,453.4,3.5,86.7,4,3.008,33,0.59566,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H2228,BRAF_M2,MAP2K_1,3,3,0.393555216,1.1134933,41.19126916,3,0.9424405,28.50792427,8,3.79083,2,0.05,453.4,3.5,86.7,4,3.008,33,0.59566,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
NCI-H838,BRAF_M2,MAP2K_1,3,3,0.675004467,0.3850162,49.88677569,1.330528086,1.1569042,73.49232866,8,3.79083,2,0.05,453.4,3.5,86.7,4,3.008,33,0.59566,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
BFTC-905,HSP90,MAP2K_1,3,3,1.590871996,1.2008583,0,0.123365261,2.0524849,0.24206233,5,2.41249,2,0.072,409.52,3.1,67.2,4,3.098,30,0.68437,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
HCC1419,HSP90,MAP2K_1,1,1,0.19623204,1.9863358,64.71007508,0.082384241,1.7496869,14.19487636,5,2.41249,2,0.072,409.52,3.1,67.2,4,3.098,30,0.68437,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
HCC1500,HSP90,MAP2K_1,1,1,1,0.6037618,44.73230302,0.075740191,1.9758545,0,5,2.41249,2,0.072,409.52,3.1,67.2,4,3.098,30,0.68437,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
J82,HSP90,MAP2K_1,3,3,0.097710046,0.6432942,62.51523894,0.12041144,2.2744397,21.13944415,5,2.41249,2,0.072,409.52,3.1,67.2,4,3.098,30,0.68437,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
MCF7,HSP90,MAP2K_1,1,1,1,0.7210737,54.5061659,0.038514465,2.9548932,8.51991608,5,2.41249,2,0.072,409.52,3.1,67.2,4,3.098,30,0.68437,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
MDA-MB-361,HSP90,MAP2K_1,1,1,0.080200612,2.0893642,88.31029486,0.107637155,2.2854174,1.77129615,5,2.41249,2,0.072,409.52,3.1,67.2,4,3.098,30,0.68437,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
SW780,HSP90,MAP2K_1,3,0.3,1.122685639,10,60.69787557,0.3,10,9.60019002,5,2.41249,2,0.072,409.52,3.1,67.2,4,3.098,30,0.68437,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
UM-UC-3,HSP90,MAP2K_1,3,0.3,0.245176773,3.7164188,58.34980602,0.20420332,3.2415273,0,5,2.41249,2,0.072,409.52,3.1,67.2,4,3.098,30,0.68437,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
C32,IGFR_3,MAP2K_1,3,10,0.154417571,0.582282,2.9477238,10,1.5263733,9.4871735,6,4,3,0,421.5,2.67213,91.63339,3.925,2.507,29.347,0.63523,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
LS-513,IGFR_3,MAP2K_1,0.3,10,0.082529236,1.1586487,17.22806241,0.381049891,1.3839774,6.55849877,6,4,3,0,421.5,2.67213,91.63339,3.925,2.507,29.347,0.63523,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
RKO,IGFR_3,MAP2K_1,3,10,2.979597156,0.9633806,0,10,10,74.60025347,6,4,3,0,421.5,2.67213,91.63339,3.925,2.507,29.347,0.63523,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
SW620,IGFR_3,MAP2K_1,0.3,3,0.3,0.8424031,19.36097668,0.051237201,2.0557277,92.23010507,6,4,3,0,421.5,2.67213,91.63339,3.925,2.507,29.347,0.63523,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
SW837,IGFR_3,MAP2K_1,3,10,0.200593425,1.1539936,54.1264067,5.796775058,1.6352527,63.09581011,6,4,3,0,421.5,2.67213,91.63339,3.925,2.507,29.347,0.63523,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
C32,IGFR_4,MAP2K_1,3,10,0.125885864,1.1588941,22.35968009,2.797960402,2.6436755,8.15120332,9,4.29,2,1,507,3.76059,89.23673,5.347,2.658,36.371,0.51083,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
LS-513,IGFR_4,MAP2K_1,0.3,10,0.103894677,1.6892988,23.47383026,0.121055458,1.6833024,9.35180891,9,4.29,2,1,507,3.76059,89.23673,5.347,2.658,36.371,0.51083,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
RKO,IGFR_4,MAP2K_1,3,10,2.080938447,0.8100238,8.49898038,3.112918366,4.2651449,12.30018804,9,4.29,2,1,507,3.76059,89.23673,5.347,2.658,36.371,0.51083,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
SW837,IGFR_4,MAP2K_1,3,10,0.225989513,0.5966184,42.27113702,0.996176169,0.5951728,0,9,4.29,2,1,507,3.76059,89.23673,5.347,2.658,36.371,0.51083,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
SW948,IGFR_4,MAP2K_1,3,10,0.110081049,1.1820593,12.72572431,0.3333033,0.6294712,0,9,4.29,2,1,507,3.76059,89.23673,5.347,2.658,36.371,0.51083,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39
BT-20,MAP2K_1,MTOR_1,1,3,0.072435238,1.1822071,28.13700526,0.019898977,1.0127977,75.77313005,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
BT-474,MAP2K_1,MTOR_1,1,3,0.101705105,2.3860196,25.76510457,3,0.5171863,48.35607697,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
HCC1187,MAP2K_1,MTOR_1,1,3,0.083058992,0.8263042,25.13458412,0.280103428,1.0269724,68.12476266,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
HCC1395,MAP2K_1,MTOR_1,1,3,0.099357765,10,67.4495932,3,0.1313901,8.95037147,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
HCC70,MAP2K_1,MTOR_1,1,3,0.0001,0.1,2.29909707,0.045718971,1.3892468,0,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
MDA-MB-157,MAP2K_1,MTOR_1,1,3,0.204038829,0.5130114,0,3,0.243342,33.92799872,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
MDA-MB-453,MAP2K_1,MTOR_1,1,3,0.066764505,2.3861252,10.9995738,1.068672151,2.3066375,74.6777264,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
MDA-MB-468,MAP2K_1,MTOR_1,1,3,0.195500065,2.747864,24.28608518,0.131283189,1.0580504,77.25458618,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
T47D,MAP2K_1,MTOR_1,1,3,0.096842656,1.0956496,9.40124575,3,0.3338109,66.43785045,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
BT-20,MAP2K_1,PIK3C,3,3,1.594499794,1.1692251,0,0.034448055,0.5991049,71.55123654,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
C32,MAP2K_1,PIK3C,10,3,3.091280878,1.4097696,0,0.170482138,0.7010458,6.93358795,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
COLO-205,MAP2K_1,PIK3C,10,1,1.043990443,1.3978268,9.55747921,0.049242339,1.4438055,8.98691368,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC1187,MAP2K_1,PIK3C,3,3,0.31769017,0.9634963,14.14228069,0.233295509,0.641354,59.49196388,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC1954,MAP2K_1,PIK3C,3,3,0.796673143,1.5667777,2.44912794,2.14209445,0.2513066,0,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HT-29,MAP2K_1,PIK3C,10,3,0.455521504,1.1434498,6.09131258,0.09716834,0.903799,18.65748296,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-361,MAP2K_1,PIK3C,3,3,0.261361763,1.2137397,10.91431493,0.061816075,2.6756165,79.60083435,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-415,MAP2K_1,PIK3C,3,3,1.59282875,1.3334314,0,3,0.4079334,44.00097602,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-453,MAP2K_1,PIK3C,3,3,0.927034543,1.562516,0,3,1.4894335,45.074229,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-468,MAP2K_1,PIK3C,3,3,1.050975727,10,49.49855239,0.061905647,0.7521089,75.92222751,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
SW48,MAP2K_1,PIK3C,10,3,0.149523495,1.1931825,12.91145948,0.105832324,1.5069984,28.11127786,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
SW620,MAP2K_1,PIK3C,3,0.3,3,0.3411807,42.80085486,0.3,0.6553252,12.28290004,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
SW837,MAP2K_1,PIK3C,10,3,0.810688223,0.5522697,30.30691137,0.208264938,0.6917772,36.66997637,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
T47D,MAP2K_1,PIK3C,3,3,0.166242939,0.9784538,11.28639176,0.014739713,0.9254242,72.04852624,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
647-V,MAP2K_1,PIM1,3,1,1,0,100,0.203779403,1.3895374,77.48001727,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8
BFTC-905,MAP2K_1,PIM1,3,3,0.100774044,10,88.76665167,1.522730383,0.8993479,0,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8
SW780,MAP2K_1,PIM1,3,3,3,10,92.00021004,1.674897583,1.9667777,36.39556838,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8
T-24,MAP2K_1,PIM1,3,3,1,0,100,0.300348627,1.1875173,23.169185,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8
VM-CUB-1,MAP2K_1,PIM1,3,3,1,0,100,0.121633857,10,62.56733363,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,5,3.18,3,0,379.5,3.28,100.72,3,2,27,0.8
COLO-205,MAP2K_1,PTK2,3,1,0.650528338,1.5496655,0,0.049317076,1.0309862,3.73444698,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,7,4.29,3,0,404.4,2.74276,92.61175,4.041,2.547,29.459,0.65552
HT-29,MAP2K_1,PTK2,10,3,0.666164507,4.5479469,7.22550623,0.089858669,1.2091545,23.54688391,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,7,4.29,3,0,404.4,2.74276,92.61175,4.041,2.547,29.459,0.65552
LS-513,MAP2K_1,PTK2,3,0.3,0.440354627,1.9863872,8.04168162,0.122279654,1.5096253,16.63481322,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,7,4.29,3,0,404.4,2.74276,92.61175,4.041,2.547,29.459,0.65552
SW620,MAP2K_1,PTK2,1,0.3,0.687201313,2.3783419,0,0.282951952,0.855391,10.13490766,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,7,4.29,3,0,404.4,2.74276,92.61175,4.041,2.547,29.459,0.65552
SW948,MAP2K_1,PTK2,3,3,0.324222405,1.2676036,0,0.087893265,1.0223982,8.80808328,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,7,4.29,3,0,404.4,2.74276,92.61175,4.041,2.547,29.459,0.65552
C32,MAP2K_1,TKI,3,3,2.004712602,3.2014598,53.71326404,0.125881768,1.2358164,21.74533956,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,6,5.84,1,1,475.4,5.09,59.51,6,3,30,0.54
HT-29,MAP2K_1,TKI,3,3,3,0.2639249,63.96685585,0.093707971,1.1775495,19.83033601,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,6,5.84,1,1,475.4,5.09,59.51,6,3,30,0.54
NCI-H747,MAP2K_1,TKI,3,3,0.499229258,1.4390971,82.65406003,0.260372341,0.76582,21.72135988,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,6,5.84,1,1,475.4,5.09,59.51,6,3,30,0.54
SW48,MAP2K_1,TKI,3,3,0.007030606,0.6198051,22.1487544,0.074402335,0.871457,21.42622431,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,6,5.84,1,1,475.4,5.09,59.51,6,3,30,0.54
SW837,MAP2K_1,TKI,3,3,3,0.5090234,46.25522503,0.264581611,0.5951436,38.68329122,7,3.88,3,0,457.7,3.23,88.41,6,3,27,0.39,6,5.84,1,1,475.4,5.09,59.51,6,3,30,0.54
CAMA-1,MAP2K_3,PIK3C,3,0.3,2.26928314,2.4260073,0,0.3,0.8198701,36.36310933,9,4.98,2,1,615.4,3.18,102.06,5,2,37,0.5,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
EVSA-T,MAP2K_3,PIK3C,3,0.3,0.40185974,0.886398,0,3.00E-05,0.1,64.88087916,9,4.98,2,1,615.4,3.18,102.06,5,2,37,0.5,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC1187,MAP2K_3,PIK3C,3,0.3,0.344462689,1.2708662,12.37442058,0.011645489,1.0610434,51.32102111,9,4.98,2,1,615.4,3.18,102.06,5,2,37,0.5,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC1395,MAP2K_3,PIK3C,3,0.3,1.127647478,0.648958,0,0.001298923,0.1,17.05295687,9,4.98,2,1,615.4,3.18,102.06,5,2,37,0.5,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC1569,MAP2K_3,PIK3C,3,0.3,0.96292076,0.4554336,0,0.3,0.4870723,66.69579414,9,4.98,2,1,615.4,3.18,102.06,5,2,37,0.5,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
HCC70,MAP2K_3,PIK3C,3,0.3,0.400263538,0.3839462,0,0.3,0.3693615,27.84511569,9,4.98,2,1,615.4,3.18,102.06,5,2,37,0.5,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-453,MAP2K_3,PIK3C,3,0.3,0.725841015,0.6585443,8.4384959,1,0,100,9,4.98,2,1,615.4,3.18,102.06,5,2,37,0.5,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
MDA-MB-468,MAP2K_3,PIK3C,3,0.3,1.098696769,1.6270274,33.38105441,0.072740812,0.7006548,0,9,4.98,2,1,615.4,3.18,102.06,5,2,37,0.5,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
T47D,MAP2K_3,PIK3C,3,0.3,0.227969216,0.7280812,13.67626394,0.002697039,0.4974557,77.54598769,9,4.98,2,1,615.4,3.18,102.06,5,2,37,0.5,10,2.63,1,1,513.6,2.15,144.17,5,4,35,0.43
DMS-114,ALK,MTOR_1,3,3,0.121602409,1.1529054,11.89227638,0.361902196,1.1766224,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H1299,ALK,MTOR_1,3,3,0.208949492,1.3577452,8.58032935,0.640027783,1.1121108,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H1703,ALK,MTOR_1,3,3,0.071974033,0.9633374,17.09573826,0.186385574,1.5607156,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H1975,ALK,MTOR_1,3,3,0.279734765,1.499594,15.0985533,0.278266755,1.4586649,4.33055238,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H2085,ALK,MTOR_1,3,3,0.360763702,0.5927046,0,0.582786568,1.5530122,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H23,ALK,MTOR_1,3,3,0.180080401,1.3115175,15.87353404,0.286773674,1.0821096,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H358,ALK,MTOR_1,3,3,0.286526726,1.0504882,22.8936109,0.70710611,0.8589063,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H838,ALK,MTOR_1,3,3,0.206729301,1.6643142,11.85898272,0.828780438,1.5300341,0,8,3.89,2,1,532.1,3.60895,89.39692,4.856,2.543,36.467,0.50741,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
A549,ALK_2,MTOR_1,3,3,0.896292006,2.3307487,67.32208779,3,1.1091575,19.52176384,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
DMS-114,ALK_2,MTOR_1,3,3,0.15199748,1.1798795,13.46420434,3,0.4706589,7.11624829,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H1437,ALK_2,MTOR_1,3,3,0.410839141,0.8410677,0,0.524537422,0.6460663,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H1975,ALK_2,MTOR_1,3,3,0.327497523,1.470866,16.58057678,0.455227439,0.977362,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H2228,ALK_2,MTOR_1,3,3,0.089945009,0.6305347,7.31166016,0.004878268,0.3015148,3.92329466,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H226,ALK_2,MTOR_1,3,3,0.17583133,1.0548565,8.93932727,0.82368746,0.8622233,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H23,ALK_2,MTOR_1,3,3,0.159741932,1.3153747,23.23680521,0.50588455,0.4048828,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H358,ALK_2,MTOR_1,3,3,0.321661538,0.9577857,19.22887087,0.227408287,0.8919736,33.93516969,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
NCI-H520,ALK_2,MTOR_1,3,3,0.135455112,1.2412184,17.38050997,1.193448597,10,75.29754704,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
SW900,ALK_2,MTOR_1,3,3,0.437336361,0.9340842,22.2224148,1.360295387,0.6100479,0,4.51,0.39143,2.433,0.02,340.1551,0.74055,94.2867,2.896,2.632,23.822,0.64613,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
HT-1197,ATR_4,MTOR_1,3,3,0.50413119,0.8646546,22.8975914,1.606964632,10,42.08759687,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
J82,ATR_4,MTOR_1,3,3,0.917809028,0.8501681,1.70530019,1.001165695,10,48.29908436,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
SW780,ATR_4,MTOR_1,3,3,0.480094033,2.2330861,31.9424012,3,10,78.40053516,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
UM-UC-3,ATR_4,MTOR_1,1,3,0.392376513,10,73.39769867,1.352537395,2.2241364,34.48692591,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
VM-CUB-1,ATR_4,MTOR_1,1,3,0.036793675,10,57.3329749,3,10,14.60057604,8,0.59,2,0,412.5,0.88524,100.85832,3.173,2.574,28.522,0.6657,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
647-V,ERBB,MTOR_1,1,0.1,0.329479088,10,53.0992914,0.031404471,10,87.09984089,8,4.51,2,0,473.9,3.49,88.61,7,3,33,0.54,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
HT-1197,ERBB,MTOR_1,3,3,0.285330744,10,57.44973408,1,0,100,8,4.51,2,0,473.9,3.49,88.61,7,3,33,0.54,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
TCCSUP,ERBB,MTOR_1,1,3,0.929227732,1.0086034,2.16904082,3,0.2289638,79.39253192,8,4.51,2,0,473.9,3.49,88.61,7,3,33,0.54,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
HCC1500,ESR1_1,MTOR_1,1,1,0.085552663,1.2492925,7.56307825,0.000216173,1.0669657,6.49873594,9,5.20556,2,1.391,606.8,9.2,76.7,13,3.415,41,0.40714,9,2.47,1,0,462.6,3.1,92.71,4,3,32,0.63
