,CELL_LINE,COMPOUND_A,COMPOUND_B,MAX_CONC_A,MAX_CONC_B,IC50_A,H_A,Einf_A,IC50_B,H_B,Einf_B,SYNERGY_SCORE,A_HBA,A_cLogP,A_HBD,A_Lipinski,A_MW,A_ALogP/XLogP,A_PSA,A_#RotBonds,A_Arom Rings,A_Heavy atoms,A_QED,B_HBA,B_cLogP,B_HBD,B_Lipinski,B_MW,B_ALogP/XLogP,B_PSA,B_#RotBonds,B_Arom Rings,B_Heavy atoms,B_QED,GEX_CLUSTER,ORIGIN_CLUSTER,THERAPY_CLUSTER,Target_share,Target_interaction
1615,TCCSUP,HDAC_4,PARP1,3.0,3.0,3.0,0.4136159,30.92342201,0.649386723,0.9926481,0.0,26.04315,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,3,3,3,0,0.884
1554,NCI-SNU-16,FGFR,PIK3C_MTOR,1.0,0.01,0.39154537,10.0,80.19831988,0.007774545,2.6889967,0.0,17.64808,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,8.0,1.90345,2.0,0.03,425.5,1.6,124.0,6.0,3.084,31.0,0.60263,0,0,0,0,0.9060000000000001
534,NCI-H1975,ALK,CSNK2A1_2,0.03,3.0,0.02107602,2.481064,0.0,0.517870956,1.234519,0.0,15.75259,8.0,3.89,2.0,1.0,532.1,3.78208,90.07313,5.216,2.47,37.304,0.5211600000000001,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,3,2,3,0,0.28451441141261685
704,NCI-H1563,ATR_4,IAP,1.0,3.0,0.008942583,1.6688855,20.8751641,1.063995087,10.0,81.69941459,-17.27948,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,2,0,0.4217871602082129
964,NCI-H2085,BCL2L1,CarboTaxol,1.0,3.0,0.0001,0.1,14.77565078,0.099123234,1.8962371,61.71647894,95.21907,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,1,2,2,0,0.0
1851,COLO-205,MAP2K_1,PIK3C,10.0,1.0,1.043990443,1.3978268,9.55747921,0.049242339,1.4438055,8.98691368,44.43416,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,0,0,3,0,0.972
1285,HT-1376,EG5,PIM1,3.0,0.1,0.030926325,10.0,80.4499699,0.001690882,4.053344999999998,32.17615849,3.801649,6.0,4.3986800000000015,1.0,0.735,503.7,4.5,120.0,9.0,3.72,36.0,0.44534,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,1,3,0,0,0.28990445257025865
433,HCC1569,AKT_1,ESR1_1,3.0,3.0,3.0,10.0,84.60016971,2.054738087,0.6231873,0.0,12.53683,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,9.0,5.35487,2.0,1.331,606.8,9.2,76.7,13.0,3.427,41.0,0.39636,4,1,0,0,0.9980000000000001
653,HCC1187,ATR_4,BCL2_BCL2L1,1.0,1.0,1.0,0.0,100.0,0.364651771,10.0,58.99829164,-1.637312,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,7,1,1,0,0.41434797891036906
1602,HT-1376,Gemcitabine,PARP1,3.0,0.1,3.0,10.0,85.20011504,0.008580482,4.2099335999999985,26.27498825,3.237665,6.0,0.8674700000000001,3.0,0.01,264.2,-0.9,121.0,2.0,1.7280000000000002,18.0,0.6238100000000001,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,1,3,0,0,0.30562029250148465
1284,HT-1197,EG5,PIM1,3.0,3.0,0.542583926,10.0,91.19140898,0.0003,0.1,43.9163598,45.1207,6.0,4.3986800000000015,1.0,0.735,503.7,4.5,120.0,9.0,3.72,36.0,0.44534,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,1,3,0,0,0.28990445257025865
426,MDA-MB-468,AKT_1,ESR1,1.0,1.0,1.0,0.0,100.0,0.582836884,0.9724499,32.86319663,-5.470392,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,1,0,0,0.9980000000000001
32,HCC38,ADAM17,FGFR,1.0,75.0,0.023901169,3.7962899,85.60681542,1.0,0.0,100.0,3.676564,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,1,1,0,0.3261196480097746
1069,NCI-H838,BRAF_M2,MAP2K_1,3.0,3.0,0.675004467,0.3850162,49.88677569,1.330528086,1.1569042,73.49232866,60.77705,8.0,3.85907,2.0,0.045,453.4,3.5,86.7,4.0,3.022,33.0,0.59706,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,3,2,2,0,0.0
72,HCC1143,ADAM17,PIK3C,1.0,75.0,0.32585711100000003,10.0,67.79952442,1.0,0.0,100.0,17.38199,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,1,1,1,0,0.49549545913218973
1271,NCI-H520,Doxorubicin,TOP2,3.0,0.1,0.968341506,10.0,60.49951396,0.03315797,2.7095469,48.74345976,32.95065,12.0,0.32,7.0,3.0,543.5,-0.04,206.07,5.0,2.0,39.0,0.28,4.0,5.44,0.0,1.0,413.5,5.4,67.0,2.0,4.0,30.0,0.44,7,2,0,1,0.9980000000000001
898,HT-1197,BCL2_BCL2L1,MAP2K_1,1.0,3.0,0.10469548,10.0,74.94997459999998,0.0003,0.1,91.13176403,1.756911,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,1,3,1,0,0.49949999999999994
1546,CAL-120,FGFR,PIK3C_MTOR,1.0,3.0,0.0001,0.1,94.94340993,0.082194923,0.4788812,38.19259513,4.902747,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,8.0,1.90345,2.0,0.03,425.5,1.6,124.0,6.0,3.084,31.0,0.60263,3,1,0,0,0.9060000000000001
1639,MDA-MB-175-VII,HSP90,PARP1,1.0,1.0,1.0,0.0,100.0,0.049025181,2.2328109,10.58461009,-25.57276,5.0,2.26274,2.0,0.058,409.52,3.1,67.2,4.0,3.099,30.0,0.68058,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,3,1,0,0,0.48333247156153053
1771,NCI-H2291,IAP,TOP2_2,3.0,3.0,1.253170592,0.7901587,0.0,0.32106521,10.0,89.89988813,9.961978,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,13.0,0.03,3.0,2.0,588.6,0.94,160.82,5.0,2.0,42.0,0.42,3,2,2,0,0.28961540642070394
496,HCC1143,AKT_SGK,FGFR,1.0,1.0,1.0,0.0,100.0,1.0,1.7942129,47.16707998,-38.33838,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,1,1,0,0,0.48536078229541946
902,MFM-223,BCL2_BCL2L1,MAP2K_1,1.0,1.0,1.0,0.0,100.0,0.330207435,10.0,63.89943574,-22.51192,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,2,1,1,0,0.49949999999999994
109,HCC1937,AKT,AKT_1,1.0,1.0,0.17316373899999998,2.0567239,77.21261732,0.114822296,1.2772776,70.87526634,2.248126,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,1,1,1,1,1.0
838,MDA-MB-453,BCL2_BCL2L1,EGFR,0.1,1.0,0.01085771,1.4428002,47.71073909,1.0,0.5143428,57.00407916,35.51502,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,2,1,2,0,0.827
943,HCC1806,BCL2_BCL2L1,SLC16A4,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-16.438589999999998,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,1,1,0,0.0
757,NCI-H1299,BCL2,CarboTaxol,0.01,3.0,0.003077622,10.0,25.99942463,3.0,0.7659623999999999,80.09887501,13.44038,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,5,2,2,0,0.0
2039,BFTC-905,PIK3C,PIM1,3.0,3.0,3.0,0.3377574,80.47644109,1.45398329,0.7958554,9.76976121,47.83311,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,1,3,0,0,0.4374003416856492
274,MDA-MB-175-VII,AKT,HDAC_4,1.0,1.0,0.296815535,10.0,69.99976746,0.28840074,10.0,47.59971682,-50.90575,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,3,1,0,0,0.4992498748122183
706,NCI-H1975,ATR_4,IAP,3.0,3.0,3.0,0.1974857,38.33281283,1.74086465,1.2986975,60.03134191,-22.61271,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,2,0,0.4217871602082129
1847,647-V,MAP2K_1,PIK3C,3.0,1.0,1.201815938,3.2457705000000003,56.05445483,0.616779502,1.2795424,70.18484557,59.11532,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,1,3,1,0,0.972
172,MDA-MB-436,AKT,Chloroquine,10.0,3.0,1.0,0.0,100.0,0.052361519,0.4564576,60.22856850000001,4.170554,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,3.0,3.02202,1.0,0.316,319.9,4.6,28.2,8.0,3.4610000000000003,22.0,0.57535,3,1,1,0,0.0
2026,HCC1395,PARP1,PIK3CB_PIK3CD,1.0,3.0,1.0,0.2873968,21.53757196,0.146862146,0.3881111,0.0,14.831170000000002,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,3,1,3,0,0.4741152631578947
674,HCC1954,ATR_4,CarboTaxol,0.01,3.0,0.001409131,0.8972505999999999,0.0,1.60625964,1.9646476,16.99411509,-36.58125,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,1,1,3,0,0.0
1637,KU-19-19,HSP90,PARP1,3.0,3.0,1.0,0.0,100.0,0.256377267,10.0,9.19458506,0.3932491,5.0,2.26274,2.0,0.058,409.52,3.1,67.2,4.0,3.099,30.0,0.68058,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,3,3,0,0,0.48333247156153053
1658,SW620,IAP,IGFR_4,3.0,1.0,0.94374545,10.0,85.79984452,1.0,0.0,100.0,-1.7735470000000002,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,4.29,2.0,1.0,507.0,3.96365,90.37846,5.5379999999999985,2.625,36.967,0.48711,6,0,1,0,0.4771972789115646
1559,DMS-114,FGFR,Proteasome_2,0.3,3.0,0.00656136,2.5036734,2.33157414,0.142502488,1.4388412,9.84128696,-23.64164,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,8.0,5.21453,4.0,1.757,719.9,4.7,159.0,20.0,3.429,52.0,0.27258000000000004,5,2,3,0,0.0
382,BT-474,AKT_1,Chloroquine,10.0,3.0,1.0,0.0,100.0,0.220535396,1.1385917,4.37860616,-24.49662,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,3.0,3.02202,1.0,0.316,319.9,4.6,28.2,8.0,3.4610000000000003,22.0,0.57535,2,1,0,0,0.0
323,T-24,AKT,TNF,0.03,3.0,1.0,0.0,100.0,1.0,0.0,100.0,-5.950885,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,7.0,1.85392,2.0,0.021,421.4,0.5,102.0,3.0,2.804,31.0,0.65147,3,3,1,0,0.9340000000000002
77,MDA-MB-157,ADAM17,PIK3C,1.0,75.0,0.213489145,0.8908223,54.80015184,33.76955423,1.397694,92.88769551,34.973279999999995,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,4,1,1,0,0.49549545913218973
83,NCI-H1793,ADAM17,PIK3C,3.0,10.0,0.57493283,0.9984146,5.43699364,0.0926637,10.0,74.6249566,53.52265,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,3,2,2,0,0.49549545913218973
1926,MDA-MB-436,MAP2K_1,SLC16A4,1.0,1.0,1.0,0.0,100.0,0.217170243,0.4308887,38.9783945,8.836613,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,0,0,0.0
1244,NCI-H3122,CSNK2A1_2,TNFSF10,0.03,0.1,1.0,0.0,100.0,0.005817030999999999,3.3024736000000003,5.19621996,-7.164225999999998,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,1,2,0,0,0.3246978877540276
984,NCI-H1793,BCL2L1,IAP,3.0,3.0,3.0,0.4361630999999999,48.54890891,3.0,0.4084174,9.02484449,52.07144,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,2,0,0,0.0
1387,Hs-578-T,ERBB,MTOR_1,1.0,1.0,0.285208737,0.8035668,0.0,0.0001,0.1,91.25598047,1.693221,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,3,1,2,0,0.986
1360,HCC70,ERBB,MAP2K_1,1.0,1.0,0.232889306,10.0,88.78819871,1.0,0.0,100.0,40.77648,8.0,4.51,2.0,0.0,473.9,3.49,88.61,7.0,3.0,33.0,0.54,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,1,1,1,0,0.781
582,NCI-H1437,ALK_2,MTOR_1,3.0,3.0,0.410839141,0.8410677,0.0,0.524537422,0.6460663000000001,0.0,59.67383,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,3,2,3,0,0.4660664879356568
2117,CAL-51,PIK3CB_PIK3CD,SLC16A4,1.0,1.0,0.118582411,10.0,94.79979852,0.0001,0.1,92.77026013,11.13845,7.0,1.67,1.0,0.0,457.5,1.43671,99.50709,4.289,2.737,30.49,0.62948,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,1,0,0.0
1561,MCF7,FGFR,Proteasome_2,1.0,1.0,0.0001,0.4929726,1.2765748,1.0,10.0,89.40002604,4.3652940000000005,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,8.0,5.21453,4.0,1.757,719.9,4.7,159.0,20.0,3.429,52.0,0.27258000000000004,7,1,2,0,0.0
904,T-24,BCL2_BCL2L1,MAP2K_1,3.0,0.3,0.784025132,0.7552390999999999,0.0,0.3,0.9557466999999998,87.62098138,-11.02539,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,3,3,2,0,0.49949999999999994
30,HCC1395,ADAM17,FGFR,1.0,75.0,0.013427301,1.5466845,47.80606311,75.0,10.0,94.0002773,3.629126,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,4.43,3.0,0.0,463.6,4.2,91.51,8.0,4.0,34.0,0.46,3,1,1,0,0.3261196480097746
879,HT-1376,BCL2_BCL2L1,Gemcitabine,0.1,3.0,0.001919818,1.0700655,14.90210217,0.912318042,10.0,51.99945684,-45.04011,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,6.0,0.8674700000000001,3.0,0.01,264.2,-0.9,121.0,2.0,1.7280000000000002,18.0,0.6238100000000001,1,3,2,0,0.27559618834431027
580,Calu-6,ALK_2,MTOR_1,3.0,3.0,1.0,0.0,100.0,1.0,0.0,100.0,-131.9163,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,3,2,1,0,0.4660664879356568
730,MDA-MB-453,ATR_4,MAP2K_1,1.0,1.0,1.0,0.0,100.0,0.182330712,2.1922276000000003,5.73030842,-35.10474,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,2,1,0,0,0.3065048441677199
968,NCI-H3122,BCL2L1,CarboTaxol,0.01,3.0,0.002256463,3.195482,0.0,0.031760434,1.4098405,70.73152259999998,19.0957,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,1,2,2,0,0.0
306,BT-549,AKT,PIP5K1,1.0,1.0,1.0,0.0,100.0,0.218294436,3.820815,53.67551561,-9.036282,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,3,1,1,0,0.48055792207792203
1067,NCI-H3122,BRAF_M2,MAP2K_1,3.0,3.0,0.923468541,0.6207244000000001,0.0,1.050458019,10.0,48.59853213,110.5551,8.0,3.85907,2.0,0.045,453.4,3.5,86.7,4.0,3.022,33.0,0.59706,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,1,2,3,0,0.0
1726,LS-513,IAP,PIK3CB,10.0,1.0,10.0,10.0,43.6002123,0.30024478600000004,2.812975,87.50063605,-8.846129,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,0,0,2,0,0.4952498738011105
1482,MDA-MB-361,ESR1_3,MTOR_1,1.0,3.0,0.144848021,1.3223668,36.19581605,0.066283365,0.5966194,76.33129405,19.57296,2.0,3.12629,0.0,0.474,371.5,7.1,12.5,8.0,3.703,28.0,0.5603,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,2,1,2,0,0.4992498748122183
1614,T47D,HDAC_4,PARP1,1.0,1.0,1.0,0.0,100.0,1.0,0.0,100.0,-373.361,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,7.0,1.24,1.0,0.0,434.5,2.13,82.08,4.0,2.0,32.0,0.8,2,1,1,0,0.884
195,NCI-H1437,AKT,CSNK2A1_2,0.1,3.0,0.009332192,2.9569306,13.12352278,1.950900898,2.33301,0.0,84.61169,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,10.0,2.12,5.0,0.0,419.5,1.36,136.39,8.0,3.0,31.0,0.43,3,2,3,0,0.4987488721804511
373,BT-474,AKT_1,BCL2L1,3.0,3.0,0.423107269,2.5531691000000003,68.03694944,0.233787901,1.8279039,8.83725309,68.97629,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,9.0,3.05,2.0,1.0,651.8,3.14611,95.52711,5.21,2.337,36.429,0.54288,2,1,0,0,0.0
1938,HCC70,MAP2K_3,PIK3C,3.0,0.3,0.400263538,0.3839462,0.0,0.3,0.3693615,27.84511569,83.41135,9.0,4.98,2.0,1.0,615.4,3.18,102.06,5.0,2.0,37.0,0.5,10.0,2.63,1.0,1.0,513.6,2.15,144.17,5.0,4.0,35.0,0.43,1,1,3,0,0.972
824,NCI-H3122,BCL2_2,Vinorelbine,0.1,3.0,0.007438484,0.8312248999999999,0.0,1.0,0.0,100.0,-38.82546,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,12.0,5.94,2.0,3.0,778.9,5.4,133.87,10.0,3.0,57.0,0.2,1,2,2,0,0.4162219626168224
1454,HCC70,ESR1_1,MTOR_1,1.0,3.0,0.195422906,10.0,85.47397202,0.16575483,10.0,85.10035976,-0.0411081,9.0,5.35487,2.0,1.331,606.8,9.2,76.7,13.0,3.427,41.0,0.39636,9.0,2.47,1.0,0.0,462.6,3.1,92.71,4.0,3.0,32.0,0.63,1,1,1,0,0.4992498748122183
642,KU-19-19,ATM,Gemcitabine,0.1,3.0,0.0028941220000000003,10.0,8.29982675,3.0,10.0,85.8000745,5.381046,8.0,4.28,1.0,1.0,547.7,3.82,105.63,5.0,2.0,39.0,0.6,6.0,0.8674700000000001,3.0,0.01,264.2,-0.9,121.0,2.0,1.7280000000000002,18.0,0.6238100000000001,3,3,2,0,0.45124972557628973
802,A549,BCL2,Topotecan,0.3,3.0,0.117060122,10.0,13.69293653,0.117612966,0.8749104999999999,3.49126349,33.01095,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,8.0,0.73,2.0,0.0,421.5,1.58,103.2,3.0,2.0,31.0,0.73,3,2,3,0,0.43310995970063326
1815,SW837,IGFR_4,MAP2K_1,3.0,10.0,0.225989513,0.5966184,42.27113702,0.996176169,0.5951728000000001,0.0,26.3871,9.0,4.29,2.0,1.0,507.0,3.96365,90.37846,5.5379999999999985,2.625,36.967,0.48711,7.0,3.88,3.0,0.0,457.7,3.23,88.41,6.0,3.0,27.0,0.39,6,0,3,0,0.4889815950920246
327,DU-4475,AKT,TNKS_PARP6,1.0,1.0,0.015030704,1.9641705000000005,1.25608558,0.134082582,10.0,43.69333668,8.332856,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,6,1,3,0,0.0
270,HCC1500,AKT,HDAC_4,1.0,1.0,0.4284829000000001,1.7881200000000002,16.77832743,0.325242197,10.0,65.2995081,-24.86501,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,3.0,1.45848,3.0,0.054000000000000006,264.32,1.9,78.4,8.0,2.247,19.0,0.64012,2,1,2,0,0.4992498748122183
2089,A549,PIK3CB,Topotecan,0.3,3.0,0.116550822,10.0,14.49330234,1.0,0.0,100.0,-1.348835,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,8.0,0.73,2.0,0.0,421.5,1.58,103.2,3.0,2.0,31.0,0.73,3,2,2,0,0.45281923076923075
688,NCI-H522,ATR_4,CarboTaxol,0.01,3.0,0.00256027,10.0,10.59730886,3.0,0.8889414000000001,29.54117795,22.37053,8.0,0.59,2.0,0.0,412.5,1.03667,101.15997,3.247,2.574,29.574,0.65759,14.0,5.0948699999999985,4.0,2.282,853.9,2.5,221.0,14.0,2.552,62.0,0.21141,5,2,3,0,0.0
798,SW620,BCL2,Oxaliplatin,3.0,3.0,0.105605739,1.9847754,10.37154978,1.0,0.0,100.0,13.35156,11.0,12.39,2.0,3.0,974.6,10.5,170.42,17.0,4.0,65.0,0.1,2.0,-0.62,4.0,0.0,114.2,-0.05,52.04,0.0,0.0,8.0,0.46,6,0,2,0,0.0
404,BT-474,AKT_1,EGFR_2,1.0,1.0,0.13781088800000002,1.4365156,10.36992065,0.183729034,1.2067246,0.0,43.64678,6.0,3.24,3.0,0.0,407.5,3.42,83.6,3.0,3.0,31.0,0.7,7.0,5.6,1.0,1.0,446.9,4.3,68.74,8.0,3.0,31.0,0.52,2,1,3,0,0.49949999999999994
326,CAMA-1,AKT,TNKS_PARP6,1.0,1.0,0.023920747000000003,1.6210188,23.08349452,0.145753987,1.4005783,11.94863604,32.402120000000004,8.0,1.18,5.0,0.0,428.9,1.32,120.16,6.0,3.0,30.0,0.57,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,2,1,3,0,0.0
924,HCC1187,BCL2_BCL2L1,PIM1,1.0,1.0,0.041326636,1.2274187,75.83361082,1.0,0.0,100.0,18.33449,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,5.0,3.18,3.0,0.0,379.5,3.28,100.72,3.0,2.0,27.0,0.8,7,1,1,0,0.4602044348296376
830,CAL-51,BCL2_BCL2L1,EGFR,0.1,1.0,0.000822315,6.8245473,93.05034579,0.181423818,0.9854903,83.24169866,45.68423,11.0,9.62,4.0,3.0,945.5,5.36446,158.48754,11.564,2.847,60.555,0.19713,8.0,4.49,2.0,0.0,485.9,3.92,88.61,8.0,3.0,34.0,0.47,3,1,1,0,0.827
1744,C32,IAP,SN38,0.03,1.0,0.002109875,3.3233905,2.31499179,0.000112995,7.9788199,10.44,20.48231,4.511,0.37533,2.35,0.023,334.85592,0.64891,92.76332,3.068,2.597,23.849,0.63639,7.0,1.97,2.0,0.0,392.4,2.45,99.96,2.0,2.0,29.0,0.76,4,0,3,0,0.3920798985415346
